"","Player","Nation","Pos","Squad","Age","League","Year","MidsPred"
"2171","A. Agyapong","Imaar Vircoand","MF","Deferred Dolphins",22,"E","2021",10.771
"1820","A. Blanchard","Esia","DFMF","Spicy Gophers",20,"C","2021",10.7763666666667
"2149","V. Da silva","Nganion","FWMF","Big Foxes",29,"E","2021",10.7792333333333
"2496","L. Ningsih","Djipines","MFFW","Red Anchormen",21,"RFL","2021",10.7816666666667
"464","X. Aminah","Reugha","MF","Blue Jaguars",23,"C","2020",10.7929
"1910","X. Alanazi","Dosqaly","MF","Wicked Gentlefolk",18,"C","2021",10.8026666666667
"171","V. Namayanja","Ledian","MF","Sugar Storm",24,"A","2020",10.8035
"961","K. Kabonesa","Nganion","MF","Horrible Bison",20,"E","2020",10.8047
"890","D. Roussel","Rosvi","MF","Wet Flames",22,"D","2020",10.8103
"1490","H. Suleiman","People's Land of Maneau","DFMF","Mean Poets",21,"B","2021",10.8108333333333
"518","G. Acheampong","New Uwi","MFFW","Marvelous Anchors",22,"C","2020",10.8195
"494","A. Mumpande","Esia","MF","Little Lollipops",28,"C","2020",10.8233
"2212","G. Nakasi","Western Niasland","FWMF","Flying Penguins",21,"E","2021",10.8296666666667
"1278","F. Nakazibwe","People's Land of Maneau","MFDF","Great Galactic Gorgons",25,"A","2021",10.8298333333333
"2117","A. Dekker","Nancipenuaroe","MF","Strange Pioneers",27,"D","2021",10.8302
"32","H. Susanto","Redohrainbri","MF","Great Galactic Gorgons",21,"A","2020",10.8317
"959","D. Mulumba","Nganion","MF","Horrible Bison",22,"E","2020",10.8363333333333
"1853","D. Mirembe","Nganion","DFMF","Ultimate Dolphins",31,"C","2021",10.8366
"45","E. Taylor","People's Land of Maneau","MFFW","Green Fleet",26,"A","2020",10.8379666666667
"368","F. Monday","Pahon","FWMF","Swift Rustlers",29,"B","2020",10.8428
"1661","T. Winkler","Quewenia","FWMF","Weak Blimps",19,"B","2021",10.8438666666667
"713","U. Lomongin","Northern Namemo Laand","MF","Flying Bombadiers",31,"D","2020",10.8442333333333
"2130","H. Tumukunde","Southern Ristan","MF","Sugar Bengals",32,"D","2021",10.8469666666667
"18","H. Narvaez","Reugha","MF","Fighting Cougars",22,"A","2020",10.8483333333333
"708","C. Majoni","Sobianitedrucy","FWMF","Flying Bombadiers",27,"D","2020",10.8504666666667
"1439","F. Salonen","Republic of Denand Landsa","FWMF","Golden Rustlers",22,"B","2021",10.8535333333333
"1667","T. Kuok","Dosqaly","MFFW","Weak Blimps",22,"B","2021",10.8540333333333
"1163","G. Kou","Rarita","DFMF","Educated Avengers",30,"RFL","2020",10.8574666666667
"336","K. Baumann","Tabhu Striary","MFFW","Solemn Leopards",24,"B","2020",10.8619333333333
"924","M. Naluwooza","Nganion","MFFW","Delta Colts",22,"E","2020",10.8649333333333
"1469","K. Akullu","Dosqaly","MF","Jumping Beans",29,"B","2021",10.8696333333333
"1707","X. Aminah","Reugha","MF","Blue Jaguars",24,"C","2021",10.8721
"1398","M. Amsalem","Czechnor","MF","Weak Tornadoes",26,"A","2021",10.8772333333333
"238","F. De León","Dosqaly","MF","Hideous Pioneers",30,"B","2020",10.8792333333333
"2188","M. Korugyendo","Nganion","MF","Delta Colts",29,"E","2021",10.8883666666667
"966","S. Gutiérrez","Nganion","MFFW","Horrible Bison",19,"E","2020",10.8917666666667
"216","U. Hansen","Biarizea","MF","Golden Rustlers",23,"B","2020",10.8922
"271","E. Daan","Dosqaly","MF","Lady Ocelots",22,"B","2020",10.8923
"1144","N. Picard","Nganion","MF","Ultimate Penguins",32,"E","2020",10.8933333333333
"1628","A. Uy","People's Land of Maneau","FWMF","Unethical Comets",22,"B","2021",10.9003333333333
"2192","I. Soko","Greri Landmoslands","MFFW","Delta Colts",21,"E","2021",10.9005333333333
"1004","X. Kyosimire","Dosqaly","MFFW","Mighty Jimmies",28,"E","2020",10.9046666666667
"2237","E. Salem","Nganion","MFFW","Hideous Spiders",19,"E","2021",10.9066
"963","Z. Zau","Nganion","MF","Horrible Bison",24,"E","2020",10.9068666666667
"1599","K. Macuacua","Dosqaly","MFFW","Supreme Janes",24,"B","2021",10.9090666666667
"754","G. Chimwaza","Sobianitedrucy","MFFW","Marvelous Patriots",19,"D","2020",10.9173333333333
"1056","F. Akongo","Nganion","MFFW","Punctual Leopards",17,"E","2020",10.9229666666667
"382","M. Mugeni","Dosqaly","MF","Unaccountable Foxes",19,"B","2020",10.9239666666667
"703","U. Makoni","Southern Ristan","MF","Fighting Wave",20,"D","2020",10.9259333333333
"2166","R. Giordano","Nganion","FWMF","Deferred Dolphins",38,"E","2021",10.9274
"2299","H. bin Ibrahim","Imaar Vircoand","DFMF","Plane Janes",22,"E","2021",10.9337
"311","O. Martini","Tercapetralgrorus","FWMF","Simple Privateers",23,"B","2020",10.9380666666667
"1436","J. Testa","Dosqaly","FWMF","Golden Rustlers",17,"B","2021",10.9384333333333
"69","T. Robert","Janmico","MF","Mighty Jays",23,"A","2020",10.9478666666667
"1446","P. Atukwatse","Dosqaly","MFFW","Golden Rustlers",18,"B","2021",10.9524
"143","H. Mafabi","Dosqaly","MFFW","Somber Bombers",22,"A","2020",10.9630333333333
"1438","Y. Horváth","Landli Blicporlip","FWMF","Golden Rustlers",27,"B","2021",10.9728333333333
"522","B. Alali","Esia","FWMF","Mean Trolls",28,"C","2020",10.9741
"1620","B. Akullu","Lefghau","MF","Unaccountable Foxes",22,"B","2021",10.9741
"2380","Y. Arinitwe","Nganion","MFFW","Sassy Knights",20,"E","2021",10.9767333333333
"2165","B. Mtonga","Nganion","FWMF","Deferred Dolphins",28,"E","2021",10.977
"127","C. Mwesige","People's Land of Maneau","MFDF","Solemn Cougars",29,"A","2020",10.9771333333333
"773","Y. Shevchuk","Sobianitedrucy","MF","Mighty Monkeys",18,"D","2020",10.9802
"771","E. Fiore","Redohrainbri","MF","Mighty Monkeys",18,"D","2020",10.9809333333333
"20","O. Kia","Western Niasland","MFDF","Fighting Cougars",20,"A","2020",10.9816333333333
"1819","Z. Uy","Quewenia","MFFW","Silver Frogs",29,"C","2021",10.9848333333333
"1484","B. Grabowski","Dosqaly","MF","Mean Colts",35,"B","2021",10.9867666666667
"1758","A. Malkah","Esia","MF","Mean Trolls",30,"C","2021",10.9877
"2309","R. Lokiru","Nganion","MF","Plane Janes",19,"E","2021",10.9986
"1692","R. Mbeiza","Slandsganiamayotteque","FWMF","Awkward Trailblazers",20,"C","2021",11.0011333333333
"1551","C. Shumba","Cabral Retrea","FWMF","Simple Privateers",21,"B","2021",11.0027
"2280","A. Mugisha","Nganion","MFDF","Mad Kingsmen",20,"E","2021",11.0252
"1006","B. Chau","Nganion","MFFW","Mighty Jimmies",31,"E","2020",11.0259333333333
"1536","S. Moss","Coastpa Barleslands","FWMF","Simple Jayhawks",26,"B","2021",11.0267333333333
"1257","Z. ?no","People's Land of Maneau","DFMF","Fighting Cougars",22,"A","2021",11.0283666666667
"1891","L. Rahimi","Galamily","MF","Weak Chargers",29,"C","2021",11.0328333333333
"2395","S. Wimmer","Nganion","MFDF","Screaming Ramblers",26,"E","2021",11.0334666666667
"1561","W. Mugisha","Dosqaly","MF","Simple Privateers",28,"B","2021",11.0401333333333
"2114","B. Nakandi","Sobianitedrucy","FWMF","Strange Pioneers",28,"D","2021",11.0411
"343","K. Gao","Greri Landmoslands","MF","Somber Stallions",24,"B","2020",11.0425
"205","E. Ciobanu","Tercapetralgrorus","FWMF","Glistening Paladins",25,"B","2020",11.0482666666667
"778","S. Lutaaya","Dosqaly","MFFW","Mighty Monkeys",21,"D","2020",11.0492666666667
"994","G. Nakasi","Western Niasland","FWMF","Mighty Jimmies",20,"E","2020",11.0642666666667
"267","K. Tukamushaba","Reugha","FWMF","Lady Ocelots",23,"B","2020",11.0728
"416","G. Kaweesa","Central Namemo Laand","MF","Weak Blimps",25,"B","2020",11.0775
"2339","A. Kawala","Nganion","MFFW","Punctual Leopards",20,"E","2021",11.0812333333333
"1040","B. Abubakar","Imaar Vircoand","MFFW","Polar Kangaroos",24,"E","2020",11.087
"1603","U. Musa","Esia","FWMF","Swift Rustlers",28,"B","2021",11.0879333333333
"231","M. Jha","Dosqaly","MF","Grotesque Rocks",29,"B","2020",11.0893
"2350","Y. Takács","Nganion","MF","Rabid Greyhounds",31,"E","2021",11.0900666666667
"499","A. Malkah","Esia","MFDF","Little Lollipops",29,"C","2020",11.0908333333333
"428","A. Serrano","Pierrema","FWMF","Wet Monarchs",26,"B","2020",11.0938
"1029","Q. Lavyan","Nganion","MFFW","Plane Janes",20,"E","2020",11.0957
"1884","H. Driscoll","Southern Ristan","FWMF","Weak Chargers",22,"C","2021",11.0974
"1507","G. Nakisuyi","Central Namemo Laand","MF","Overconfident Kangaroos",24,"B","2021",11.1008666666667
"1350","T. bin Mohamed","People's Land of Maneau","MF","Solemn Cougars",22,"A","2021",11.1009666666667
"946","A. Murata","Nganion","MF","Flying Penguins",29,"E","2020",11.1063
"1657","I. Irumba","Dosqaly","FWMF","Weak Blimps",20,"B","2021",11.1238333333333
"49","Y. Diallo","Ngoque Blicri","MF","Horrible Grizzlies",18,"A","2020",11.1247666666667
"2194","J. Mugenyi","Nganion","MFFW","Delta Colts",25,"E","2021",11.1289
"2464","R. Bbosa","People's Land of Maneau","FWMF","Mad Wolverines",22,"RFL","2021",11.1296
"2031","O. Ngoma","Coastpa Barleslands","MF","Mean Wolves",21,"D","2021",11.1296666666667
"1250","F. Pop","Galamily","MF","Fanatical Outlaws",25,"A","2021",11.1304333333333
"1569","K. Baumann","Tabhu Striary","FWMF","Solemn Leopards",25,"B","2021",11.1319666666667
"583","F. Dutta","Tabhu Striary","MF","Spicy Gophers",24,"C","2020",11.1341
"1020","J. Chou","Nganion","FWMF","Plane Janes",27,"E","2020",11.1362
"178","V. Nakayima","Nganion","MF","Swift Musketeers",27,"A","2020",11.1377666666667
"232","O. Soleimani","Dosqaly","MF","Grotesque Rocks",21,"B","2020",11.1382666666667
"676","L. Nakuya","Lenia Gerdanho","MF","Deranged Defenders",26,"D","2020",11.1411666666667
"580","U. Tweheyo","Esia","MF","Spicy Gophers",29,"C","2020",11.1491
"814","I. Kat?","Sobianitedrucy","FWMF","Remarkable Flames",20,"D","2020",11.1549666666667
"795","C. Chauhan","Sobianitedrucy","MFFW","Punctual Fire",25,"D","2020",11.1557
"796","D. Balázs","Nkasland Cronestan","DFMF","Red Rangers",24,"D","2020",11.1569
"1405","Y. Manuel","Biarizea","FWMF","Flawless Cows",17,"B","2021",11.1575
"2330","W. Amankwah","Imaar Vircoand","MF","Punctual Leopards",28,"E","2021",11.1627666666667
"983","P. Villa","Nganion","FWMF","Mad Kingsmen",19,"E","2020",11.1649666666667
"2342","N. Sadeghi","Imaar Vircoand","DFMF","Rabid Greyhounds",30,"E","2021",11.1711333333333
"1330","S. Peretz","Djipines","MF","Punctual Rustlers",22,"A","2021",11.1775333333333
"1057","H. Ziegler","Nganion","MFFW","Punctual Leopards",22,"E","2020",11.1781
"1798","I. Campbell","Esia","FWMF","Serious Cyclones",15,"C","2021",11.1783666666667
"1538","A. Tushabomwe","New Somoe","FWMF","Simple Jayhawks",24,"B","2021",11.1806333333333
"1753","J. Wibowo","Esia","FWMF","Mean Trolls",29,"C","2021",11.1829
"775","O. Avako","Xikong","MF","Mighty Monkeys",30,"D","2020",11.1847666666667
"1360","R. De Wit","Lefghau","FWMF","Somber Bombers",23,"A","2021",11.1913666666667
"1261","F. Cho","Southern Ristan","FWMF","Fighting Cougars",25,"A","2021",11.1953
"850","B. Muduwa","Varijitri Isles","FWMF","Spicy Pointers",25,"D","2020",11.1999333333333
"1423","F. Kabanda","Dosqaly","MF","Glistening Paladins",21,"B","2021",11.2042
"647","M. Bonnet","Giumle Lizeibon","FWMF","White Firebirds",20,"C","2020",11.2045
"1967","F. O'Reilly","Moaithe","MF","Fighting Wave",21,"D","2021",11.205
"1499","B. Rubio","Dosqaly","MFFW","Mean Poets",20,"B","2021",11.2054333333333
"295","G. Avraham","Dosqaly","MF","Serious Thunderbirds",21,"B","2020",11.2065
"2244","O. Rodrigues","Nganion","FWMF","Horrible Bison",28,"E","2021",11.208
"511","N. Tugumisirize","Esia","MF","Marvelous Anchors",29,"C","2020",11.2136333333333
"241","N. Makombe","Dosqaly","MF","Hideous Pioneers",20,"B","2020",11.2201
"1691","G. Chakanyuka","Loco Phirema","FWMF","Awkward Trailblazers",24,"C","2021",11.2209333333333
"209","Z. Mlilo","Pierrema","MF","Glistening Paladins",25,"B","2020",11.2212666666667
"1869","I. Kyalisiima","Esia","MF","Ultimate Longhorns",29,"C","2021",11.2230333333333
"1340","E. Mutebi","Nancipenuaroe","MF","Silver Heels",27,"A","2021",11.2250333333333
"425","O. Ssenabulya","Pierrema","MFFW","Weak Blimps",19,"B","2020",11.2262333333333
"2260","J. Taylor","Nganion","FWMF","Mad Bees",33,"E","2021",11.2295666666667
"755","Y. Brown","Sobianitedrucy","MFFW","Marvelous Patriots",19,"D","2020",11.2302
"2284","X. Bekher","Lylimi","FWMF","Orange Giants",28,"E","2021",11.2465333333333
"887","S. Sanchez","Imaar Vircoand","DFMF","Wet Flames",32,"D","2020",11.2468666666667
"1764","M. Kakaire","Sobianitedrucy","MFDF","Mean Trolls",32,"C","2021",11.2479333333333
"1464","Q. Nampijja","Reugha","FWMF","Jumping Beans",18,"B","2021",11.2497666666667
"414","Y. bin Abu Bakar","Central Namemo Laand","FWMF","Weak Blimps",20,"B","2020",11.2523666666667
"2106","G. Ibraimo","Quewenia","MF","Spicy Pointers",35,"D","2021",11.2527333333333
"781","L. Nakashima","Lefghau","DFMF","Punctual Fire",22,"D","2020",11.2591
"99","T. Nyanzi","Dosqaly","MF","Punctual Rustlers",29,"A","2020",11.2611
"473","B. Atiku","Cabral Retrea","MF","Fiery Governors",29,"C","2020",11.2619333333333
"78","C. Mawejje","Djipines","MF","Odd Ducks",22,"A","2020",11.2639
"249","I. Harawa","Southern Viout Aman","MFFW","Hideous Pioneers",31,"B","2020",11.2654333333333
"810","H. Sat?","Byasier Pujan","FWMF","Remarkable Flames",20,"D","2020",11.2719
"240","M. Onyango","Dosqaly","MF","Hideous Pioneers",16,"B","2020",11.2724666666667
"1325","T. Kafuko","Southslands","DFMF","Punctual Rustlers",31,"A","2021",11.2725666666667
"2095","E. Kiyingi","Sobianitedrucy","DFMF","Spicy Pointers",20,"D","2021",11.2735666666667
"786","G. Achia","Imaar Vircoand","MF","Punctual Fire",30,"D","2020",11.2767666666667
"1478","E. Ayerango","Loco Phirema","MFFW","Jumping Beans",25,"B","2021",11.2775
"629","M. Muhindo","Rarita","MFFW","Ultimate Longhorns",25,"C","2020",11.2776333333333
"547","F. Sun","Riazbe Ryma","MFFW","Punctual Archers",24,"C","2020",11.2817666666667
"722","K. Taremwa","Lefghau","FWMF","Hideous Spartans",27,"D","2020",11.2829
"1830","F. Dutta","Tabhu Striary","MF","Spicy Gophers",25,"C","2021",11.2855333333333
"254","N. Grgi?","Ingre","FWMF","Jumping Beans",22,"B","2020",11.2875
"2379","V. Phung","Nganion","MFFW","Sassy Knights",27,"E","2021",11.2890333333333
"1553","H. Jiu","Central Diasongo","FWMF","Simple Privateers",26,"B","2021",11.2925333333333
"1292","G. Baey","People's Land of Maneau","MF","Horrible Grizzlies",26,"A","2021",11.2934
"564","G. Foong","Esia","MF","Silver Frogs",25,"C","2020",11.2960333333333
"219","W. Noguchi","Lefghau","MF","Golden Rustlers",25,"B","2020",11.2978
"147","C. Guerrero","Lefghau","FWMF","Stacked Rocks",26,"A","2020",11.3063333333333
"2240","J. Bernard","Republic of Denand Landsa","MFFW","Hideous Spiders",22,"E","2021",11.3135333333333
"1206","I. Waiswa","Rarita","FWMF","Mad Cardinals",25,"RFL","2020",11.3162
"813","M. Mansouri","Nganion","FWMF","Remarkable Flames",21,"D","2020",11.3180666666667
"710","S. Kor","Byasier Pujan","MF","Flying Bombadiers",22,"D","2020",11.3193
"2065","T. Ferrari","Tercapetralgrorus","MFDF","Red Rangers",22,"D","2021",11.3250666666667
"727","K. Thompson","Manlisgamncent","MF","Hideous Spartans",24,"D","2020",11.3256333333333
"312","A. Nakalyango","Zamlie Niabangthe","FWMF","Simple Privateers",24,"B","2020",11.3258666666667
"460","V. Ikeda","Southern Viout Aman","FWMF","Blue Jaguars",25,"C","2020",11.3327333333333
"1718","M. Nakaggwa","Byasier Pujan","MFFW","Fiery Governors",26,"C","2021",11.3397333333333
"900","H. Oravec","Nganion","FWMF","Deferred Dolphins",19,"E","2020",11.3434333333333
"2011","X. O'Neill","Sobianitedrucy","MF","Marvelous Heels",18,"D","2021",11.3438
"104","C. Namutebi","People's Land of Maneau","MFFW","Punctual Rustlers",30,"A","2020",11.3475666666667
"549","E. Bah","Mico","FWMF","Serious Cyclones",20,"C","2020",11.3515333333333
"2233","J. Sulji?","Nganion","MF","Hideous Spiders",32,"E","2021",11.352
"1022","S. Kofi","Western Niasland","FWMF","Plane Janes",32,"E","2020",11.3532
"838","N. Muhammadu","Byasier Pujan","DFMF","Serious Ranchers",24,"D","2020",11.3593
"2163","B. Neméth","Lefghau","FWMF","Deferred Dolphins",24,"E","2021",11.3640333333333
"2302","J. Chou","Nganion","FWMF","Plane Janes",28,"E","2021",11.3661666666667
"1102","F. Sow","Nganion","MF","Serious Magicians",26,"E","2020",11.3677666666667
"1107","F. Salifu","Nganion","MFFW","Serious Magicians",33,"E","2020",11.368
"492","M. Mathieu","Quewenia","FWMF","Little Lollipops",22,"C","2020",11.3683
"183","X. Nabaggala","Biarizea","MFFW","Swift Musketeers",25,"A","2020",11.3709333333333
"597","G. António","Nganion","MF","Supreme Jaguars",26,"C","2020",11.3727333333333
"1939","T. Fontaine","Sobianitedrucy","FWMF","Coy Sunbirds",28,"D","2021",11.3737666666667
"131","Z. Testa","Giumle Lizeibon","DFMF","Somber Bombers",23,"A","2020",11.3846333333333
"712","O. Bin Abdul Rahman","Imaar Vircoand","MF","Flying Bombadiers",21,"D","2020",11.3865666666667
"2193","D. Law","Nganion","MFFW","Delta Colts",29,"E","2021",11.3892
"798","B. Yousefi","Sobianitedrucy","FWMF","Red Rangers",28,"D","2020",11.3987
"1470","T. Mugoya","Dosqaly","MF","Jumping Beans",21,"B","2021",11.4015666666667
"1088","J. Mutonyi","Nganion","MF","Screaming Ramblers",25,"E","2020",11.4029666666667
"1076","J. Poto?nik","Rosvi","MF","Sassy Knights",27,"E","2020",11.404
"371","F. Perrin","Dosqaly","MF","Swift Rustlers",20,"B","2020",11.4089333333333
"1654","T. Lwanga","Reugha","MFFW","Villainous Eagles",24,"B","2021",11.4103333333333
"354","H. Pang","Dosqaly","FWMF","Supreme Janes",21,"B","2020",11.4132333333333
"1588","G. Suad","Lefghau","DFMF","Supreme Janes",28,"B","2021",11.4155333333333
"1790","I. Habibi","Esia","MFFW","Red Artichokes",28,"C","2021",11.4184333333333
"2377","J. Pradhan","Nganion","MFFW","Sassy Knights",23,"E","2021",11.4209666666667
"230","K. Kaudha","Dosqaly","MF","Grotesque Rocks",21,"B","2020",11.4245666666667
"1493","N. Soto","Lenia Gerdanho","FWMF","Mean Poets",23,"B","2021",11.4303
"237","C. Kimura","Central Diasongo","MF","Hideous Pioneers",21,"B","2020",11.4340666666667
"233","T. Orishaba","Dosqaly","MF","Grotesque Rocks",25,"B","2020",11.4358333333333
"627","C. Taban","Byasier Pujan","MFFW","Ultimate Longhorns",31,"C","2020",11.4363666666667
"2343","P. Kayesu","Nganion","FWMF","Rabid Greyhounds",27,"E","2021",11.4383333333333
"2283","I. Murakami","Nganion","DFMF","Orange Giants",21,"E","2021",11.4411666666667
"1328","M. Nankwanga","Central Diasongo","MF","Punctual Rustlers",24,"A","2021",11.4427333333333
"1893","U. Colin","Esia","MFDF","Weak Chargers",23,"C","2021",11.4489666666667
"100","X. Muhwezi","Greri Landmoslands","MF","Punctual Rustlers",26,"A","2020",11.4498333333333
"256","V. Nabbosa","Quewenia","FWMF","Jumping Beans",21,"B","2020",11.4542666666667
"1243","C. Mitrovi?","Southern Ristan","MFDF","Wild Hornets",24,"RFL","2020",11.4578333333333
"1751","G. Acheampong","New Uwi","MFFW","Marvelous Anchors",23,"C","2021",11.4585666666667
"1639","X. Nabaggala","Biarizea","FWMF","Villainous Eagles",26,"B","2021",11.4602
"161","R. Kovalenko","Imaar Vircoand","FWMF","Sugar Storm",22,"A","2020",11.461
"2494","I. Raut","Rarita","MFDF","Red Anchormen",20,"RFL","2021",11.4610666666667
"469","M. Omony","Giumle Lizeibon","MFFW","Blue Jaguars",19,"C","2020",11.4633
"955","O. Rodrigues","Nganion","FWMF","Horrible Bison",27,"E","2020",11.4696
"324","D. Tkachenko","Iverde","MFFW","Simple Privateers",21,"B","2020",11.4699333333333
"863","A. Anwar","Dosqaly","MF","Strange Pioneers",27,"D","2020",11.4742333333333
"940","X. Rana","Nganion","FWMF","Flying Penguins",19,"E","2020",11.475
"408","D. Businge","Greri Landmoslands","MF","Villainous Eagles",22,"B","2020",11.4769666666667
"1248","B. De Rosa","People's Land of Maneau","FWMF","Fanatical Outlaws",23,"A","2021",11.4790666666667
"169","L. Babirye","Esia","MF","Sugar Storm",26,"A","2020",11.4816333333333
"121","D. Kwagala","People's Land of Maneau","MF","Solemn Cougars",28,"A","2020",11.4884333333333
"471","A. Ngabirano","Xikong","FWMF","Fiery Governors",25,"C","2020",11.4931
"621","J. Namale","Rosvi","DFMF","Ultimate Longhorns",26,"C","2020",11.4939
"1674","B. Ndlovu","Dosqaly","MF","Wet Monarchs",21,"B","2021",11.4961666666667
"1396","U. Atugonza","Republic of Denand Landsa","FWMF","Weak Tornadoes",21,"A","2021",11.4961666666667
"367","V. Smits","Coastpa Barleslands","FWMF","Swift Rustlers",24,"B","2020",11.4968
"2102","A. Odaga","Byasier Pujan","MF","Spicy Pointers",30,"D","2021",11.4990666666667
"2221","R. Khonje","Nganion","MFDF","Flying Penguins",19,"E","2021",11.5012333333333
"799","I. Lehmann","Sobianitedrucy","FWMF","Red Rangers",17,"D","2020",11.504
"1068","S. Baig","Nganion","DFMF","Sassy Knights",21,"E","2020",11.5041333333333
"1277","H. Susanto","Redohrainbri","MF","Great Galactic Gorgons",22,"A","2021",11.5068
"2491","C. Saad","People's Land of Maneau","MF","Red Anchormen",24,"RFL","2021",11.5077333333333
"1352","C. Kawooya","Republic of Denand Landsa","MFDF","Solemn Cougars",23,"A","2021",11.5127666666667
"1099","W. Ofori","Unicorporated Tiagascar","FWMF","Serious Magicians",25,"E","2020",11.5179666666667
"1644","D. Businge","Greri Landmoslands","FWMF","Villainous Eagles",23,"B","2021",11.5206
"1193","I. Issah","Rarita","MF","Great Pandas",22,"RFL","2020",11.5236
"290","I. Okada","Dosqaly","FWMF","Serious Thunderbirds",32,"B","2020",11.5281333333333
"289","Q. Ajiko","Lefghau","MFFW","Overconfident Kangaroos",22,"B","2020",11.5295666666667
"861","A. Nanjala","Western Niasland","MFFW","Spicy Pointers",20,"D","2020",11.5375666666667
"1741","P. Ma","Esia","FWMF","Marvelous Anchors",26,"C","2021",11.5417
"2355","G. Fauzi","Imaar Vircoand","MFFW","Rabid Greyhounds",27,"E","2021",11.5472666666667
"1892","G. O'Brien","Imaar Vircoand","MF","Weak Chargers",23,"C","2021",11.5475
"2406","F. Sow","Nganion","MF","Serious Magicians",27,"E","2021",11.5481333333333
"76","I. Mlambo","Redohrainbri","FWMF","Odd Ducks",27,"A","2020",11.5548
"1095","U. Kizito","Nganion","MFFW","Screaming Ramblers",29,"E","2020",11.5587
"10","M. Namukwaya","Ngoque Blicri","MFFW","Fanatical Outlaws",31,"A","2020",11.5624333333333
"429","C. Domínguez","Southern Viout Aman","FWMF","Wet Monarchs",18,"B","2020",11.5719333333333
"1947","S. Moradi","Sobianitedrucy","MF","Coy Sunbirds",32,"D","2021",11.5728666666667
"1409","A. Fekete","Byasier Pujan","MF","Flawless Cows",17,"B","2021",11.5787333333333
"897","R. Uchida","Sobianitedrucy","MFFW","Wet Flames",22,"D","2020",11.5797333333333
"845","T. Bhebhe","Sobianitedrucy","MF","Serious Ranchers",34,"D","2020",11.5826
"2404","W. Ofori","Unicorporated Tiagascar","FWMF","Serious Magicians",26,"E","2021",11.5826333333333
"411","Q. Yamazaki","Pierrema","MFFW","Villainous Eagles",22,"B","2020",11.5827333333333
"874","Z. Testa","Giumle Lizeibon","DFMF","Sugar Bengals",23,"D","2020",11.5832666666667
"1211","G. Hou","Rarita","MFDF","Mad Cardinals",24,"RFL","2020",11.5858333333333
"111","J. Mutonyi","Nganion","MF","Silver Heels",25,"A","2020",11.5868333333333
"463","F. Nalule","Lefghau","MF","Blue Jaguars",20,"C","2020",11.5884
"493","P. Kondowe","Dosqaly","MF","Little Lollipops",21,"C","2020",11.5903666666667
"419","I. Irumba","Dosqaly","MF","Weak Blimps",19,"B","2020",11.5915666666667
"2341","U. Woo","Nganion","MFFW","Punctual Leopards",33,"E","2021",11.5983333333333
"1231","J. Graham","Dosqaly","MF","Walking Runners",31,"RFL","2020",11.5984333333333
"258","T. Makaza","Central Namemo Laand","MF","Jumping Beans",28,"B","2020",11.6011
"236","X. Odongo","Unicorporated Tiagascar","MFFW","Grotesque Rocks",25,"B","2020",11.6011
"1229","V. Taheri","People's Land of Maneau","FWMF","Walking Runners",28,"RFL","2020",11.617
"2268","O. Visser","Rosvi","MF","Mad Bees",27,"E","2021",11.6206
"507","N. Nwachukwu","Esia","FWMF","Marvelous Anchors",30,"C","2020",11.6244333333333
"1359","H. Mafabi","Dosqaly","FWMF","Somber Bombers",23,"A","2021",11.6289666666667
"1130","I. Moreau","Nganion","MFDF","Swift Marauders",31,"E","2020",11.631
"1712","J. Andersen","Central Namemo Laand","MF","Fiery Governors",25,"C","2021",11.6367666666667
"1126","Y. Sunday","Northern Ramo Rastemoa","FWMF","Swift Marauders",27,"E","2020",11.6370333333333
"793","P. O’Neill","Pahon","MFDF","Punctual Fire",24,"D","2020",11.6443
"2451","G. Kou","Rarita","DFMF","Educated Avengers",31,"RFL","2021",11.6444
"1296","K. Muhumuza","People's Land of Maneau","FWMF","Horrible Storm",22,"A","2021",11.6457333333333
"261","E. Ayerango","Loco Phirema","MF","Jumping Beans",24,"B","2020",11.6474
"2186","I. Savage","Nganion","MF","Delta Colts",22,"E","2021",11.6474333333333
"431","Y. Yanti","Coastpa Barleslands","MF","Wet Monarchs",23,"B","2020",11.6476
"1645","Q. Yamazaki","Pierrema","FWMF","Villainous Eagles",23,"B","2021",11.6516666666667
"242","S. Ssenyonga","Dosqaly","MF","Hideous Pioneers",18,"B","2020",11.6521333333333
"2211","T. Tushemereirwe","Nganion","FWMF","Flying Penguins",33,"E","2021",11.6561
"898","B. Mtonga","Nganion","FWMF","Deferred Dolphins",27,"E","2020",11.6581
"1426","S. Vidal","Dosqaly","MF","Glistening Paladins",31,"B","2021",11.6584666666667
"1817","P. Takahashi","Dosqaly","MFDF","Silver Frogs",29,"C","2021",11.6593
"1431","U. Madondo","Dosqaly","MFFW","Glistening Paladins",23,"B","2021",11.6617
"497","N. Sason","Lefghau","MF","Little Lollipops",34,"C","2020",11.6647333333333
"967","Q. Lange","Nganion","DFMF","Mad Bees",22,"E","2020",11.6711
"1909","X. Lopez","Esia","FWMF","Wicked Gentlefolk",20,"C","2021",11.6714666666667
"1016","X. Sung","Lylimi","MFFW","Orange Giants",31,"E","2020",11.6734666666667
"1174","E. Ivano?","Rarita","DFMF","Golden Cadets",32,"RFL","2020",11.6736666666667
"1793","U. Katushabe","Ili Siaco","MFFW","Red Artichokes",29,"C","2021",11.6804666666667
"2219","H. Chevalier","Central Namemo Laand","MFDF","Flying Penguins",32,"E","2021",11.6821666666667
